"question_id";"question";"answer"
"2057";"What is child of Joseph Stalin and mother";"http://www.wikidata.org/.well-known/genid/906c162285abf00b4a9113bd99b2e279"
"2058";"How many nominated for are for Lewis Hamilton ?";"4"
"2059";"What is newspaper format of entertainment ?";"Real Detroit Weekly"
"2060";"What is Basketball-Reference.com WNBA ID of Sheryl Swoopes ?";"s/swoopsh01w"
"2061";"Give me trend that starts with 'z'";"Zlatkoisierung"
"2062";"what is the end time for William Blackstone has position held as Member of Parliament in the United Kingdom ?";""
"2063";"What is employer of ASUS ?";"Jonney Shih"
"2064";"What is the parent taxon and the this taxon is source of of Spider ?";"Arachnida"
"2065";"What is the state of Austria for twinned administrative body of Bern";"Vienna"
"2066";"Give me estates of the realm that starts with 'p'";"peasant"
"2067";"What is All-Russian Mathematical Portal ID of Peter Scholze ?";"37690"
"2068";"What is end time and start time of Geeta Dutt has spouse as Guru Dutt";"1964-10-10T00:00:00Z"
"2069";"Does the sound power level of the Makita 5007FK equals 88.0";"False"
"2070";"What is the country with the MAX(age of candidacy) ?";"South Korea, South Korea, Israel, Australia"
"2071";"What is voice dubber of series of Futurama: The Beast with a Billion Backs ?";"Buzz Aldrin, Tara Strong, Patrick Stewart, William Shatner, Leonard Nimoy, Stephen Hawking, Dan Castellaneta, Craig Ferguson, Claudia Schiffer, Pamela Anderson, Sigourney Weaver, George Takei, Bea Arthur, Lucy Liu, Seth MacFarlane, Hank Azaria, Parker Posey, John Goodman, Sarah Silverman, Nancy Cartwright, Katey Sagal, Katee Sackhoff, Roseanne Barr, Emilia Clarke, Lauren Tom, Wanda Sykes, Tress MacNeille, Nichelle Nichols, Estelle Harris, Tom Kenny, Coolio, Robert Wagner, John DiMaggio, Jonathan Frakes, Ad-Rock, Adam West, Phil LaMarr, Patton Oswalt, Walter Koenig, Chris Elliott, ""Conan OBrien"", Nora Dunn, Billy West, Burt Ward, Maurice LaMarche, Bob Odenkirk, David Herman, Mark Mothersbaugh, Jan Hooks, Pauly Shore, Suzie Plakson, Mike D, Dawnn Lewis, Karen Maruyama, Phil Hendrie"
"2072";"What is location of work of Augustin-Louis Cauchy, that has next to is Baldissero Torinese ?";"Turin"
"2073";"What is the phosphate ion for conjugate base of phosphoric acid";"dihydrogenphosphate ion"
"2074";"What is nominated for of The Bridge on the River Kwai that is nominee is Sessue Hayakawa ?";"Academy Award for Best Supporting Actor"
"2075";"What is the chemical substance with the MIN(flash point) whose instance of is chemical substance  ?";"petroleum ether, petroleum ether, Demeton, Pyrethrum, formalin"
"2076";"What is title of Financial Times that is start time is 1888-1-10 ?";"Financial Times, London Financial Guide"
"2077";"Give me ionizing radiation that contains the word neutron in their name";"neutron radiation"
"2078";"what is the point in time for John Searle has award received as National Humanities Medal ?";"2004-01-01T00:00:00Z"
"2079";"Give me history of a country or state that country Israel and which contains the word history in their name";"history of Israel"
"2080";"What is the Donkey Kong character for notable work of Shigeru Miyamoto";""
"2081";"What is list of characters of War and Peace ?";"list of War and Peace characters"
"2082";"What is co-founded by of user of Jack Daniel's Distillery ?";"Jack Daniel"
"2083";"What is the human with the MIN(national team caps) whose instance of is human  ?";"Erik Jensen, Mikel Aguirrezabalaga, Lama Tone, Juan Campomar, Tommaso Allan"
"2084";"What is the motor yacht with the MAX(gross tonnage) whose instance of is motor yacht  ?";"Fulk Al Salamah, Al Said, Dilbar, Eclipse, Azzam"
"2085";"Did Patty_Hearst educated at University of California, Berkeley and San Domenico School ?";"False"
"2086";"What is tributary of river mouth of Orange River ?";""
"2087";"What is market capitalization of Alibaba Group ?";"486000000000"
"2088";"What is position held of Jacinda Ardern and represents";"New Zealand Labour Party, New Zealand Labour Party"
"2089";"What is in work of Eve, that has language of website is Biblical Hebrew ?";""
"2090";"What is on bay of Mariana Trench, that has tributary is Kamo River ?";""
"2091";"what is the end time for Martina Navratilova has member of sports team as Czechoslovakia Federation Cup team ?";"1975-01-01T00:00:00Z"
"2092";"What is Cultureel Woordenboek identifier of golden ratio ?";"bouwkunde/gulden-snede, kunst-tot-de-renaissance/gulden-snede, wiskunde/gulden-snede"
"2093";"What is Christian name of King Arthur, that has the same as is Artur ?";"Arthur"
"2094";"What is higher taxon of host of Monopylidium australiense ?";"lyrebird"
"2095";"Give me college town that located in time zone UTC+01:00 and which that starts with 'z'";"Zürich"
"2096";"What is to support of participant of event of Kenneth Bainbridge ?";"nuclear weapon"
"2097";"What is reservoir created of Lake Volta ?";"Akosombo Dam"
"2098";"Did Boeing_777 operator Lufthansa?";"False"
"2099";"Did Saint_Petersburg twinned administrative body Busan and Rishon LeZion ?";"True"
"2100";"What is name after of sideburns, that has service branch is United States Army ?";"Ambrose Burnside"
"2101";"What is the state function for measured physical quantity of degree Fahrenheit";""
"2102";"What is number of points/goals/set scored and number of matches played of Fritz Walter has member of sports team as Germany national football team";"33"
"2103";"What is place of interment of Commodus, that has civilisation is ancient Rome ?";""
"2104";"What is the copolymer for polymer of of ethylene";"ethylene-vinyl acetate"
"2105";"What is readable file format of JPEG ?";"Quick Look, FotoWorks XL, Xara Photo & Graphic Designer, MyPaint, Blackmagic DaVinci Resolve, Affinity Photo, Siril, CombineZM, CombineZ5, CombineZP, Miro, Genius Scan, Figma, Greenfish Icon Editor Pro"
"2106";"What is the railway bridge with the MAX(clearance) whose instance of is railway bridge  ?";"Najiehe Railway Bridge, Qinglong Railway Bridge, Beipan River Shuibai Railway Bridge, Yachi Railway Bridge, Nanpan River Qiubei Bridge"
"2107";"Does the frequency of the Stubai Valley Railway less than 0.0";"False"
"2108";"What is place of formation of The Home Depot, that has twin city is Montego Bay ?";"Atlanta"
"2109";"what is the point in time for Zora Neale Hurston has award received as John Simon Guggenheim Memorial Foundation Fellowship ?";"1936-01-01T00:00:00Z, 1937-01-01T00:00:00Z"
"2110";"What is cell component of cholesterol ?";"cytoplasm, endoplasmic reticulum, extracellular region, plasma membrane"
"2111";"How many regulates (molecular biology) are to/by DNA repair ?";"3"
"2112";"what is the point in time for E. M. Forster has nominated for as Nobel Prize in Literature ?";"1954-01-01T00:00:00Z, 1950-01-01T00:00:00Z, 1955-01-01T00:00:00Z, 1956-01-01T00:00:00Z, 1960-01-01T00:00:00Z, 1964-01-01T00:00:00Z, 1953-01-01T00:00:00Z, 1966-01-01T00:00:00Z, 1963-01-01T00:00:00Z, 1952-01-01T00:00:00Z, 1959-01-01T00:00:00Z, 1957-01-01T00:00:00Z, 1961-01-01T00:00:00Z, 1965-01-01T00:00:00Z, 1945-01-01T00:00:00Z, 1946-01-01T00:00:00Z, 1962-01-01T00:00:00Z"
"2113";"Give me television genre that starts with 'z'";"Zeichengeschichte, Zeitfunk, zombie television program, zombie comedy"
"2114";"How many located in the administrative territorial entity are to/by Thuringia ?";"2953"
"2115";"What is safety classification and labelling of nitrogen trifluoride that is NFPA Special is OX ?";"NFPA 704: Standard System for the Identification of the Hazards of Materials for Emergency Response"
"2116";"What is Iran statistics ID of Fars Province ?";"07"
"2117";"What is Google News ID of John Kenneth Galbraith ?";"CAAqIQgKIhtDQkFTRGdvSUwyMHZNR3huY25NU0FtWnlLQUFQAQ"
"2118";"What is partner city of Tlalnepantla de Baz Municipality, that has Q48460 is 2--83232 ?";""
"2119";"Does the number of episodes of the King Solomon's Mines equals 2.4";"False"
"2120";"What is brand of iPhone ?";"iPhone\xa08, iPhone X, iPhone 5"
"2121";"What is date of birth and date of death of Abigail Adams has child as Abigail Adams Smith";""
"2122";"Did Snoop_Dogg languages spoken, written or signed Old English?";"False"
"2123";"Give me flag carrier that starts with 'q'";"Qantas"
"2124";"Give me low-cost airline that airline hub Dublin Airport and which that starts with 'r'";""
"2125";"What is population of Gyeongju that is point in time is 2012-12-0 ?";"264091"
"2126";"what is the street number for Musée d'Orsay has located on street as rue de Bellechasse ?";"1"
"2127";"What is is in the village of of Kupang, that has has counties is Timor Tengah Selatan ?";"East Nusa Tenggara"
"2128";"What is the intergovernmental organization for office held by head of the organisation of United Nations Secretary-General";"United Nations"
"2129";"What is the doctoral thesis for doctoral thesis of Helmut Kohl";"Die politische Entwicklung in der Pfalz und das Wiedererstehen der Parteien nach 1945"
"2130";"what is the series ordinal for Kenny Dalglish has given name as Mathieson ?";""
"2131";"Does the attendance of the re:publica equals 7000";"True"
"2132";"How many product or material produced are for Huawei ?";"9"
"2133";"What is the talent agency for represented by of James Stewart";"Music Corporation of America, Inc."
"2134";"What is significant event of Cristina Kirchner that is medical condition is thyroid cancer ?";"medical emergency"
"2135";"What is the public library for location of Nagasaki";"Nagasakishikoyagi Library, Nagasakishihigashikominkantoshoshitsu, Nagasakishiminamikominkantoshoshitsu, Nagasakishikitakominkantoshoshitsu, Nagasakishinishikominkantoshoshitsu, Nagasakishinameshikominkantoshoshitsu, Nagasakishitoishichikukominkantoshoshitsu, Nagasakishisanwakominkantoshoshitsu, Nagasakishisotomekominkantoshoshitsu, Nagasakishihimichikukominkantoshoshitsu, Nagasakishimogichikukominkantoshoshitsu, Nagasakishikogakurachikukominkantoshoshitsu, Nagasakishiourachikukominkantoshoshitsu, Nagasakishifukahorichikukominkantoshoshitsu, Nagasakishidoinokubichikukominkantoshoshitsu, Nagasakishitegumachikukominkantoshoshitsu, Nagasakishishikimichiku Fureai Center Toshoshitsu, Nagasakishikibachichikukominkantoshoshitsu, Nagasakishifukudachikukominkantoshoshitsu, Nagasakishimiechikukominkantoshoshitsu, Nagasakishikawarachikukominkantoshoshitsu, Nagasakishitameshichikukominkantoshoshitsu, Nagasakishikayakichikukominkantoshoshitsu, Nagasakishikurosakichikukominkantoshoshitsu, Nagasakishiharumidaichikukominkantoshoshitsu, Nagasakishinomozakibunkasentatoshoshitsu, Nagasakishishitsuchikukominkantoshoshitsu, Nagasakishiikeshimachikukominkantoshoshitsu, Nagasakishibuiraorimpikaiojimatoshoshitsu, Nagasakishikinkainambubunkasentatoshoshitsu, Nagasakishikinkaibunkasentatoshoshitsu, Nagasakishikoshimachikufureaisentatoshoshitsu, Nagasakishitakashimafureaisentatoshoshitsu, Nagasakishitomachichikufureaisentatoshoshitsu, Nagasakishimidorigaokachikufureaisentatoshoshitsu, Nagasakishinameshichikufureaisentatoshoshitsu, Nagasakishimikawachikufureaisentatoshoshitsu, Nagasakishinitasakochikufureaisentatoshoshitsu, Nagasakishiyokochikufureaisentatoshoshitsu, Nagasakishifuchichikufureaisentatoshoshitsu, Nagasakishikoebaruchikufureaisentatoshoshitsu, Nagasakishidaiyarandokogakurafureaisentatoshoshitsu, Nagasakishiyamazatochikufureaisentatoshoshitsu, Nagasakishisakurababachikufureaisentatoshoshitsu, Nagasakishinishikitaiwayafureaisentatoshoshitsu, Nagasakishitachibanachikufureaisentatoshoshitsu, Nagasakishiebirachikufureaisentatoshoshitsu, Nagasakishikaminagasakichikufureaisentatoshoshitsu, Nagasakishimiechikushiminsentatoshoshitsu, Nagasakishikinkaisazanamikaikantoshoshitsu, Nagasakishinagaitakashikinenkantoshoshitsu, Nagasakishizenzachikukomyuniteisentatoshoshitsu, Chikyushiminhiroba"
"2136";"What is producer of of software publisher of Martial Champion ?";"video game, slot machine, card game, arcade game machine, model car"
"2137";"What is Catalogus Professorum Halensis of Georg Cantor ?";"cantorgeorg"
"2138";"What is sister city of birth place of Giancarlo Canetti ?";"Maribor, Belgrade, Esslingen am Neckar, Yaoundé, Albacete, Velenje, Tirana, Vienne, Klagenfurt, Resistencia, Piotrków Trybunalski, Nyíregyháza, Setúbal, Windsor, Bikaner, Schiedam, Villach, Norrköping Municipality, Neath Port Talbot County Borough"
"2139";"What is before was of Achaemenid Empire, that has closure date is -539-1-1 ?";""
"2140";"What is the general secretary for position held of Xi Jinping";""
"2141";"What is The Big Cartoon DataBase ID of Fantasia ?";"15"
"2142";"What is spouse of Gilda Radner that is end time is 1982-1-1 ?";"G. E. Smith"
"2143";"What is sister of player of Sun Ce's conquests in Jiangdong ?";"Lady Sun, Sun Quan, Sun Lang, Sun Yi, Sun Kuang"
"2144";"What is sequel is of workplace of Carleton B. Swift Jr. ?";"Central Intelligence Agency"
"2145";"Give me folk saint that performer Jefferson Mappin and which contains the word claus in their name";"Santa Claus"
"2146";"Does the population of the Liebitz equals 0";"True"
"2147";"What is administrative centre of Mari El Republic, that has is in the municipality of is Kazan Governorate ?";""
"2148";"What is country of Prague that is start time is 895-0-0 ?";""
"2149";"What is IBM graphic character set global ID of Unicode ?";"03011, 03010, 03020, 03001, 03018, 03096, 03004, 03013, 03007, 03019, 03015, 03009, 03008, 03012, 03017, 03005, 03006, 03014, 03097, 03016, 03098"
"2150";"Did Hillary_Clinton significant event 2006 United States Senate election in New York?";"True"
"2151";"what is the point in time for Vladimir Komarov has award received as Hero of the Soviet Union ?";"1964-10-19T00:00:00Z, 1967-04-24T00:00:00Z"
"2152";"What is on river of Tobago, that has tributary is Rivière des Côtes de Fer ?";"Caribbean Sea"
"2153";"What is type of business entity of user of Orient Express ?";"joint-stock company"
"2154";"What is part of constellation of parent body of NGC 6362 ?";""
"2155";"Does the inflation rate of the Japan equals -0.8";"False"
"2156";"what is the country for Richard Neutra has place of death as Wuppertal ?";"Germany"
"2157";"What is winners of sequel is of 1928 World Snooker Championship ?";"Joe Davis"
"2158";"what is the point in time for Andrei Sakharov has award received as Order of Lenin ?";"1956-01-01T00:00:00Z"
"2159";"Give me abnormally low value that contains the word underweight in their name";"underweight"
"2160";"What is place of death of Al-Shafi‘i that is located in the administrative territorial entity is Egypt ?";"Fustat"
