Question|WH|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
What is the deepest area of the Arctic Ocean ?|is|What is is the|WDT|DT|VBZ|LOC
What are Halloween 's colors ?|are|What are are Halloween|WDT|NNP|VBP|ENTY
How is silk screening done ?|done|How is done ?|WDT|.|VBN|DESC
What is the latitude and longitude of El Paso , Texas ?|is|What is is the|WDT|DT|VBZ|NUM
Who made a boat out of gopher wood ?|made|Who made made a|WDT|DT|VBD|HUM
Where can I find a `` Fifth Element '' screensaver ?|find|Where can find a|WDT|DT|VB|LOC
Which Bloom County resident wreaks havoc with a computer ?|wreaks|Which Bloom wreaks havoc|WDT|NN|VBZ|HUM
How do you match a name to a social security number ?|match|How do match a|WDT|DT|VB|DESC
How does a rainbow form ?|form|How does form ?|WDT|.|NN|DESC
What is the normal resting heart rate of a healthy adult ?|is|What is is the|WDT|DT|VBZ|NUM
What is the population of Ohio ?|is|What is is the|WDT|DT|VBZ|NUM
How many calories are there in a Big Mac ?|are|How many are there|WDT|RB|VBP|NUM
Hazmat stands for what ?|what|stands for what ?|WP|.|VBZ|DESC
What creature scares people in the film `` Jaws '' ?|scares|What creature scares people|WDT|NNS|VBZ|ENTY
What part did John Peter Zenger play in the deveopment of the newspaper in America ?|play|What part play in|WDT|IN|VB|HUM
Who followed Caesar ?|followed|Who followed followed Caesar|WDT|NNP|VBD|HUM
What are the four elements ?|are|What are are the|WDT|DT|VBP|ENTY
Who was the first woman golfer to earn a million ?|was|Who was was the|WDT|DT|VBD|HUM
What 's the tallest piece on a chessboard ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
What is Answers.com 's address ?|is|What is is Answers.com|WDT|NNP|VBZ|LOC
Where can I buy movies on videotape online ?|buy|Where can buy movies|WDT|NNS|VB|LOC
Who does the advertizing for Frito-Lay ?|Who|Who does|WP|VBZ|WP|HUM
Who is the leading competitor of Trans Union Company ?|is|Who is is the|WDT|DT|VBZ|HUM
What product did Robert Conrad dare people to knock off his shoulder ?|dare|What product dare people|WDT|NNS|VB|ENTY
Who invented the radio ?|invented|Who invented invented the|WDT|DT|VBD|HUM
What 's the American dollar equivalent for 8 pounds in the U.K. ?|'s|What 's 's the|WDT|DT|VBZ|NUM
What are the different approaches of systems analysis ?|are|What are are the|WDT|DT|VBP|ENTY
How do doctors diagnose bone cancer ?|diagnose|How do diagnose bone|WDT|NN|VB|DESC
Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?|who|Who is is the who pulls|WP|VBZ|VBZ|HUM
What is the speed of the Mississippi River ?|is|What is is the|WDT|DT|VBZ|NUM
What are the developmental stages of a swimmer ?|are|What are are the|WDT|DT|VBP|ENTY
What actor first portrayed James Bond ?|portrayed|What actor portrayed James|WDT|NNP|VBD|HUM
What ocean is the largest in the world ?|is|What ocean is the|WDT|DT|VBZ|LOC
Who was the first American poet to win the Nobel Prize for literature , in 1948 ?|was|Who was was the|WDT|DT|VBD|HUM
What year did Jack Nicklaus join the Professional Golfers Association tour ?|join|What year join the|WDT|DT|VB|NUM
How many sonnets did Shakespeare write ?|did|How many did Shakespeare|WDT|NNP|VBD|NUM
What causes the redness in your cheeks when you blush ?|when|What causes causes the when you|WRB|PRP|VBZ|DESC
Who won the Nobel Peace Prize in 1991 ?|won|Who won won the|WDT|DT|VBD|HUM
Who are the Challengers of the Unknown ?|are|Who are are the|WDT|DT|VBP|HUM
Define the Pheonix Club ?|Define|Define the|WDT|DT|VB|DESC
Which city did Christian Crusaders fight to recapture from the Muslims ?|fight|Which city fight to|WDT|TO|VB|LOC
What does it mean `` Rupee Depreciates '' ?|mean|What does mean `|WDT|``|VB|DESC
What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?|dubbed|What gaming dubbed `|WDT|``|VBN|ENTY
Who was the first coach of the Cleveland Browns ?|was|Who was was the|WDT|DT|VBD|HUM
How successful is arometherapy ?|is|How successful is arometherapy|WDT|JJ|VBZ|DESC
What Jewish holiday saw the start of the 1973 Mideast War ?|saw|What Jewish saw the|WDT|DT|VBD|ENTY
How does a copier work ?|work|How does work ?|WDT|.|NN|DESC
What is the speed of the Mississippi River ?|is|What is is the|WDT|DT|VBZ|NUM
Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?|said|Who said said of|WDT|IN|VBD|HUM
What is Dudley Do-Right 's horse 's name ?|is|What is is Dudley|WDT|NNP|VBZ|ENTY
Who declared : `` I am down on whores and I shan 't stop ripping them '' ?|declared|Who declared declared :|WDT|:|VBD|HUM
Where does chocolate come from ?|come|Where does come from|WDT|IN|VB|LOC
What TV game show once saw a contestant admit to picking his toes in the shower ?|saw|What TV saw a|WDT|DT|VBD|ENTY
What Soviet leader owned a Rolls-Royce ?|owned|What Soviet owned a|WDT|DT|VBD|HUM
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?|find|Where can find a|WDT|DT|VB|LOC
What war did Florence Nightingale tend the troops in ?|tend|What war tend the|WDT|DT|VBP|ENTY
Who wrote the song , `` Stardust '' ?|wrote|Who wrote wrote the|WDT|DT|VBD|HUM
How many Beatles ' records went #1 ?|went|How many went #|WDT|$|VBD|NUM
Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?|is|Who is is the|WDT|DT|VBZ|HUM
What is the abbreviation of the company name ` General Motors ' ?|is|What is is the|WDT|DT|VBZ|ABBR
What mountains lie between the Arkansas and Missouri rivers ?|lie|What mountains lie between|WDT|IN|VBP|LOC
Who received the Will Rogers Award in 1989 ?|received|Who received received the|WDT|DT|VBD|HUM
What is the function of RAM ?|is|What is is the|WDT|DT|VBZ|DESC
What 's the closest G2 Spectrum Yellow Dwarf to Earth ?|'s|What 's 's the|WDT|DT|VBZ|LOC
How many equal angles are there in an isosceles triangle ?|are|How many are there|WDT|RB|VBP|NUM
What is the fear of cockroaches called ?|is|What is is the|WDT|DT|VBZ|ENTY
What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?|interrupted|What CBS interrupted by|WDT|IN|VBN|ENTY
What is the use of a 24-hour clock instead of a 12-hour clock ?|is|What is is the|WDT|DT|VBZ|DESC
What was the name of the lawyer who represented Randy Craft ?|who|What was was the who represented|WP|VBD|VBD|HUM
What United States President had dreamed that he was assassinated ?|dreamed|What United dreamed that|WDT|IN|VBN|HUM
What film did Lee Marvin win the 1965 best actor Oscar for ?|win|What film win the|WDT|DT|VB|ENTY
Where is Basque country located ?|located|Where is located ?|WDT|.|VBN|LOC
What product does `` Mrs. Olsen '' promote ?|promote|What product promote ?|WDT|.|VBP|ENTY
What time of day did Emperor Hirohito die ?|die|What time die ?|WDT|.|VB|NUM
What is dry ice ?|is|What is is dry|WDT|JJ|VBZ|DESC
What 's the most powerful card in Euchre ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
What does `` intractable plantar keratoma '' mean ?|mean|What does mean ?|WDT|.|VB|DESC
How many years did it take James Joyce to write Ulysses ?|take|How many take James|WDT|NNP|VB|NUM
What crop failure caused the Irish Famine ?|caused|What crop caused the|WDT|DT|VBD|ENTY
What South Korean city is served by Kimpo International Airport ?|served|What South served by|WDT|IN|VBN|LOC
How many types of dogs ' tails are there - three|are|How many are there|WDT|RB|VBP|NUM
What is the longest-running television series ?|is|What is is the|WDT|DT|VBZ|ENTY
What predators exist on Antarctica ?|exist|What predators exist on|WDT|IN|VBP|ENTY
What is the difference between a generator and an alternator ?|is|What is is the|WDT|DT|VBZ|DESC
How is energy created ?|created|How is created ?|WDT|.|VBN|DESC
What beer advertised that it had `` three rings '' ?|advertised|What beer advertised that|WDT|IN|VBD|ENTY
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?|is|What is is the|WDT|DT|VBZ|NUM
What golfing accessory was patented by George Grant on December 12|patented|What golfing patented by|WDT|IN|VBN|ENTY
What are the different types of plastic ?|are|What are are the|WDT|DT|VBP|ENTY
How is it correct to say ` qigong ' ?|is|How is is it|WDT|PRP|VBZ|DESC
What was the highest mountain on earth before Mount Everest was discovered ?|was|What was was the|WDT|DT|VBD|LOC
Where was the Ligurian Republic , 1797-185 , ?|was|Where was was the|WDT|DT|VBD|LOC
What country 's people are the top television watchers ?|are|What country are the|WDT|DT|VBP|LOC
When was the women 's suffrage amendment ratified ?|ratified|When was ratified ?|WDT|.|VBD|NUM
What Polynesian people inhabit New Zealand ?|inhabit|What Polynesian inhabit New|WDT|NNP|VBP|HUM
What movie tour of the Roman empire features the admonition : `` Row well and live '' ?|features|What movie features the|WDT|DT|VBZ|ENTY
What Nevada center has been dubbed The Biggest Little City in the World ?|dubbed|What Nevada dubbed The|WDT|DT|VBN|LOC
What President lived at 219 North Delaware Street , Independence , Missouri ?|lived|What President lived at|WDT|IN|VBD|HUM
Give a reason for American Indians oftentimes dropping out of school .|Give|Give a|WDT|DT|VB|DESC
Where must a soccer goalie stand to be permitted to handle the ball ?|permitted|Where must permitted to|WDT|TO|VBN|LOC
What is the difference between classical conditioning and operant conditioning ?|is|What is is the|WDT|DT|VBZ|DESC
In what U.S. state was the first woman governor elected ?|what|In what what U.S.|WP|NNP|IN|LOC
What are some interesting facts and information about dogsledding ?|are|What are are some|WDT|DT|VBP|DESC
What year did Hitler die ?|die|What year die ?|WDT|.|VB|NUM
What famous model was married to Billy Joel ?|was|What famous was married|WDT|JJ|VBD|HUM
What kind of animal is Babar ?|is|What kind is Babar|WDT|NNP|VBZ|ENTY
What is Jane Goodall known for ?|known|What is known for|WDT|IN|VBN|DESC
What killed Bob Marley ?|killed|What killed killed Bob|WDT|NNP|VBD|ENTY
How much money are Dumbo 's ears insured for ?|are|How much are Dumbo|WDT|NNP|VBP|NUM
Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?|Get|Who danced Get Rich|WDT|JJ|VB|HUM
Who is Stein Eriksen ?|is|Who is is Stein|WDT|NNP|VBZ|HUM
What does the name Billie mean ?|mean|What does mean ?|WDT|.|VB|DESC
Who is the fastest swimmer in the world ?|is|Who is is the|WDT|DT|VBZ|HUM
What is the highest peak in Africa ?|is|What is is the|WDT|DT|VBZ|LOC
Where is Procter & Gamble headquartered in the U.S. ?|is|Where is is Procter|WDT|NNP|VBZ|LOC
What desert has been called The Garden of Allah ?|called|What desert called The|WDT|DT|VBN|LOC
What do bicornate animals have two of ?|have|What do have two|WDT|CD|VB|ENTY
What function does a community 's water tower serve ?|does|What function does a|WDT|DT|VBZ|DESC
What is a fear of weakness ?|is|What is is a|WDT|DT|VBZ|ENTY
How many miles is it to Ohio from North Carolina ?|is|How many is it|WDT|PRP|VBZ|NUM
How much snow equals an inch of rain ?|equals|How much equals an|WDT|DT|VBZ|NUM
What does G.M.T. stand for ?|stand|What does stand for|WDT|IN|VB|ABBR
What does Inuit and Eskimo mean ?|mean|What does mean ?|WDT|.|VB|DESC
What song served as the closing theme of The Johnny Cash Show ?|song|What song song served|WDT|VBD|NN|ENTY
What field sport did dentist William Beers promote and write a standard book of rules for ?|dentist|What field dentist William|WDT|NNP|VB|ENTY
How do I tie dye clothes ?|tie|How do tie dye|WDT|NN|VB|DESC
When does the average teenager first have intercourse ?|have|When does have intercourse|WDT|NN|VB|NUM
Why doesn 't www.answers.com have any answers to my questions ?|have|Why doesn have any|WDT|DT|VBP|DESC
What actor 's autobiography is titled All My Yesterdays ?|titled|What actor titled All|WDT|DT|VBN|HUM
What Russian master spy lived in the U.S. under the name Emil Goldfus ?|lived|What Russian lived in|WDT|IN|VBD|HUM
Where 's the 19th hole on a golf course ?|'s|Where 's 's the|WDT|DT|VBZ|LOC
What 's nature 's purpose for tornadoes ?|'s|What 's 's nature|WDT|NN|VBZ|DESC
Who played the original Charlie 's Angels ?|played|Who played played the|WDT|DT|VBD|HUM
Where can I find a person 's address from a telephone number ?|find|Where can find a|WDT|DT|VB|LOC
What English word comes from the Old French covrefeu , meaning cover fire ?|comes|What English comes from|WDT|IN|VBZ|ENTY
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?|play|What musical play in|WDT|IN|VB|ENTY
Where did Sarge Steel get his metal hand ?|get|Where did get his|WDT|PRP$|VB|LOC
What makes popcorn pop ?|makes|What makes makes popcorn|WDT|NN|VBZ|DESC
Who wrote The Night of the Iguana ?|wrote|Who wrote wrote The|WDT|DT|VBD|HUM
Where does your hair grow the fastest ?|grow|Where does grow the|WDT|DT|VB|ENTY
What country did King Gustav V reign over from 197 to 195 ?|reign|What country reign over|WDT|RB|NN|LOC
Who painted Mother and Child ?|painted|Who painted painted Mother|WDT|NNP|VBD|HUM
What is the speed of the Mississippi River ?|is|What is is the|WDT|DT|VBZ|NUM
In what area of the world was the Six Day War fought ?|was|what area was the|WDT|DT|VBD|LOC
What is the brightest star visible from Earth ?|is|What is is the|WDT|DT|VBZ|LOC
What film marked Robert Redford 's directorial debut ?|marked|What film marked Robert|WDT|NNP|VBD|ENTY
What was Mao 's second name ?|was|What was was Mao|WDT|NNP|VBD|HUM
What film or films has Jude Law appeared in ?|appeared|What film appeared in|WDT|IN|VBD|ENTY
Where do hyenas live ?|live|Where do live ?|WDT|.|VB|LOC
Who is the `` Queen Mother '' ?|is|Who is is the|WDT|DT|VBZ|HUM
What 's the most commonly-spoken language in Belgium ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
Who has more DNA - a man or a woman ?|has|Who has has more|WDT|JJR|VBZ|HUM
What are Maid-Rites ?|are|What are are Maid|WDT|NNP|VBP|DESC
What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?|contains|What children contains the|WDT|DT|VBZ|ENTY
What level of government or governmental agency is responsible for dealing with racism ?|is|What level is responsible|WDT|JJ|VBZ|HUM
How many referees work a soccer game ?|work|How many work a|WDT|DT|VBP|NUM
What cocktail do you concoct with whisky and sweet vermouth ?|concoct|What cocktail concoct with|WDT|IN|VB|ENTY
How do you say `` fresh '' in Spanish ?|say|How do say `|WDT|``|VB|ENTY
What do bee hives do in cranberry bogs ?|do|What do do in|WDT|IN|VBP|DESC
What caused the Lynmouth floods ?|caused|What caused caused the|WDT|DT|VBD|DESC
When is the Tulip Festival in Michigan ?|is|When is is the|WDT|DT|VBZ|NUM
Who came up with the name , El Nino ?|came|Who came came up|WDT|RP|VBD|HUM
What movie did Madilyn Kahn star in with Gene Wilder ?|star|What movie star in|WDT|RB|NN|ENTY
What type of bridge is the Golden Gate Bridge ?|is|What type is the|WDT|DT|VBZ|ENTY
What dictator has the nickname `` El Maximo '' ?|has|What dictator has the|WDT|DT|VBZ|HUM
What stereo manufacturer is `` Slightly ahead of its time '' ?|is|What stereo is `|WDT|``|VBZ|HUM
What U.S. city is The Queen of the Pacific ?|is|What U.S. is The|WDT|DT|VBZ|LOC
What TV sitcom character had the maiden name Ethel Potter ?|had|What TV had the|WDT|DT|VBD|HUM
What was the first Lifesaver flavor ?|was|What was was the|WDT|DT|VBD|ENTY
Who kept the most famous diary in the English language ?|kept|Who kept kept the|WDT|DT|VBD|HUM
Where can I find out the top 1 singles ?|find|Where can find out|WDT|RP|VB|LOC
How many degrees cooler is the inside of a cucumber than the air outside ?|is|How many is the|WDT|DT|VBZ|NUM
What Spanish artist painted Crucifixion ?|painted|What Spanish painted Crucifixion|WDT|NNP|VBD|HUM
What is the Jewish bible called ?|called|What is called ?|WDT|.|VBN|ENTY
Why is the grass green ?|is|Why is is the|WDT|DT|VBZ|DESC
What is a firewall ?|is|What is is a|WDT|DT|VBZ|DESC
What spy novelist served as Moscow correspondent for Reuter and The Times of London ?|served|What spy served as|WDT|IN|VBD|HUM
